sample_id,speaker,utt_id,target_word,condition,random_seed,target_ctc_loss,raw_prediction,mapped_prediction,mapped_correct,target_rank,perturbation_linf,perturbation_rms,snr_db,raw_exact
F03||test||102||mike,F03,102,mike,remove_4-8k,,92.09073638916016,lik,lick,0,14,0.0002000033855438,7.985518444196508e-05,56.098405230603404,False
F03||test||103||city,F03,103,city,remove_4-8k,,121.39190673828124,furry,fair,0,21,0.0002000033855438,8.334800140096107e-05,61.38663297620184,False
F03||test||104||beat,F03,104,beat,remove_4-8k,,100.2969970703125,b,a,0,22,0.0002000033855438,8.426681430493576e-05,48.24684702817474,False
F03||test||104||rock,F03,104,rock,remove_4-8k,,99.99058532714844,rac,race,0,29,0.0002000033855438,6.59147250624378e-05,54.76781371723549,False
F03||test||100||no,F03,100,no,random,0.0,52.37851333618164,lo,go,0,2,0.0002000033855438,0.0001172970119767,56.67842497133673,False
F03||test||100||sew,F03,100,sew,random,0.0,103.74878692626952,so,go,0,16,0.0002000033855438,0.000115445538527,46.56053953491808,False
F03||test||102||mike,F03,102,mike,random,0.0,99.6063995361328,like,lake,0,2,0.0002000033855438,0.0001194613644301,52.59991815799496,False
F03||test||103||city,F03,103,city,random,0.0,121.75315856933594,furry,fair,0,21,0.0002000033855438,0.0001231401544502,57.99654290379813,False
F03||test||104||beat,F03,104,beat,random,0.0,94.456787109375,b,a,0,22,0.0002000033855438,0.0001229835414742,44.96303864448088,False
F03||test||104||rock,F03,104,rock,random,0.0,98.29598236083984,rac,race,0,29,0.0002000033855438,0.0001147152095699,49.955042558660246,False
F03||test||100||no,F03,100,no,random,1.0,52.465763092041016,lo,go,0,2,0.0002000033855438,0.0001172969998944,56.67842586604017,False
F03||test||100||sew,F03,100,sew,random,1.0,103.30113983154295,so,go,0,16,0.0002000033855438,0.0001154455484317,46.56053878970464,False
F03||test||102||mike,F03,102,mike,random,1.0,99.66126251220705,like,lake,0,2,0.0002000033855438,0.000119461365781,52.5999180597719,False
F03||test||103||city,F03,103,city,random,1.0,122.21154022216795,furry,fair,0,21,0.0002000033855438,0.0001231401414185,57.99654382300732,False
F03||test||104||beat,F03,104,beat,random,1.0,93.84581756591795,b,a,0,22,0.0002000033855438,0.0001229835376052,44.96303891772989,False
F03||test||104||rock,F03,104,rock,random,1.0,99.04310607910156,rac,race,0,29,0.0002000033855438,0.0001147152223355,49.9550415920891,False
F03||test||100||no,F03,100,no,random,2.0,52.42419052124024,lo,go,0,2,0.0002000033855438,0.0001172970009434,56.67842578836059,False
F03||test||100||sew,F03,100,sew,random,2.0,103.37294006347656,so,go,0,16,0.0002000033855438,0.0001154455469877,46.560538898352505,False
F03||test||102||mike,F03,102,mike,random,2.0,99.52134704589844,like,lake,0,2,0.0002000033855438,0.0001194613747518,52.59991740751715,False
F03||test||103||city,F03,103,city,random,2.0,122.10430908203124,furry,fair,0,21,0.0002000033855438,0.0001231401686973,57.99654189885902,False
F03||test||104||beat,F03,104,beat,random,2.0,94.50560760498048,b,a,0,22,0.0002000033855438,0.0001229835459329,44.96303832957584,False
F03||test||104||rock,F03,104,rock,random,2.0,99.4422607421875,rac,race,0,29,0.0002000033855438,0.000114715222159,49.95504160545088,False
F03||test||100||no,F03,100,no,random,3.0,52.85585021972656,lo,go,0,2,0.0002000033855438,0.0001172970068253,56.67842535280391,False
F03||test||100||sew,F03,100,sew,random,3.0,104.43285369873048,so,go,0,16,0.0002000033855438,0.0001154455448669,46.56053905791402,False
F03||test||102||mike,F03,102,mike,random,3.0,99.7802276611328,like,lake,0,2,0.0002000033855438,0.0001194613700806,52.599917747151565,False
F03||test||103||city,F03,103,city,random,3.0,121.7402801513672,furry,fair,0,21,0.0002000033855438,0.000123140196503,57.99653993753496,False
F03||test||104||beat,F03,104,beat,random,3.0,94.15396881103516,b,a,0,22,0.0002000033855438,0.0001229835362961,44.96303901019274,False
F03||test||104||rock,F03,104,rock,random,3.0,98.6555404663086,ran,bran,0,120,0.0002000033855438,0.0001147152175845,49.95504195181505,False
F03||test||100||no,F03,100,no,random,4.0,52.29655075073242,lo,go,0,2,0.0002000033855438,0.0001172970082368,56.678425248283226,False
F03||test||100||sew,F03,100,sew,random,4.0,103.75433349609376,so,go,0,16,0.0002000033855438,0.0001154455467372,46.56053891719744,False
F03||test||102||mike,F03,102,mike,random,4.0,99.67244720458984,like,lake,0,2,0.0002000033855438,0.0001194613782617,52.5999171523155,False
F03||test||103||city,F03,103,city,random,4.0,121.685791015625,furry,fair,0,21,0.0002000033855438,0.0001231401687536,57.99654189488745,False
F03||test||104||beat,F03,104,beat,random,4.0,100.01718139648438,b,a,0,22,0.0002000033855438,0.0001229835425966,44.963038565208144,False
F03||test||104||rock,F03,104,rock,random,4.0,98.68038940429688,rac,race,0,29,0.0002000033855438,0.0001147152266596,49.95504126468055,False
F03||test||104||sitting,F03,104,sitting,original,,182.47396850585935,silly,bill,0,272,0.0,0.0,inf,False
F03||test||105||witty,F03,105,witty,original,,126.30006408691406,reddy,red,0,95,0.0,0.0,inf,False
F03||test||106||beat,F03,106,beat,original,,92.61882781982422,ba,a,0,9,0.0,0.0,inf,False
F03||test||106||sign,F03,106,sign,original,,129.58929443359375,sorry,sort,0,113,0.0,0.0,inf,False
F03||test||106||zulu,F03,106,zulu,original,,101.75257110595705,filder,bitter,0,202,0.0,0.0,inf,False
F03||test||108||best,F03,108,best,original,,108.69908142089844,bast,bat,0,2,0.0,0.0,inf,False
F03||test||104||sitting,F03,104,sitting,targeted,,176.96737670898438,silly,bill,0,272,0.0002000033855438,0.0001194696172843,57.03568589931922,False
F03||test||105||witty,F03,105,witty,targeted,,124.4853286743164,iddy,and,0,23,0.0002000033855438,0.0001169132231026,57.20440225365721,False
F03||test||106||beat,F03,106,beat,targeted,,95.4161376953125,a,a,0,31,0.0002000033855438,0.0001143023404482,46.69805378513851,False
F03||test||106||sign,F03,106,sign,targeted,,96.94093322753906,ci,a,0,108,0.0002000033855438,0.0001557817994686,51.70058740659834,False
F03||test||106||zulu,F03,106,zulu,targeted,,95.30463409423828,filde,fill,0,146,0.0002000033855438,0.0001205838677242,52.15751411302118,False
F03||test||108||best,F03,108,best,targeted,,119.96028137207033,basket,jacket,0,4,0.0002000033855438,0.0001223176937773,50.28712104108028,False
F03||test||104||sitting,F03,104,sitting,retain_0-0.5k,,182.4281768798828,silly,bill,0,272,7.57311936467886e-05,1.9032398818671207e-05,72.99096475544745,False
F03||test||105||witty,F03,105,witty,retain_0-0.5k,,126.32648468017578,reddy,red,0,95,7.482594810426235e-05,1.873439458868234e-05,73.10888165842879,False
F03||test||106||beat,F03,106,beat,retain_0-0.5k,,92.68144989013672,ba,a,0,9,7.015792652964592e-05,1.9065344379536865e-05,62.25426315879963,False
F03||test||106||sign,F03,106,sign,retain_0-0.5k,,128.95436096191406,sorry,sort,0,113,0.000130072236061,2.3312184284624425e-05,68.19926237838074,False
F03||test||106||zulu,F03,106,zulu,retain_0-0.5k,,101.50920104980467,filder,bitter,0,202,0.0001051863655447,1.9291290408405652e-05,68.07607272998331,False
F03||test||108||best,F03,108,best,retain_0-0.5k,,108.10975646972656,bast,bat,0,2,0.0001268275082111,2.3272300783046995e-05,64.7001202973996,False
F03||test||104||sitting,F03,104,sitting,remove_0-0.5k,,177.07315063476562,silly,bill,0,272,0.0002000033855438,0.0001153608367118,57.33966740188882,False
F03||test||105||witty,F03,105,witty,remove_0-0.5k,,124.46829223632812,iddy,and,0,23,0.0002000033855438,0.0001129080643667,57.50717567943168,False
F03||test||106||beat,F03,106,beat,remove_0-0.5k,,95.28651428222656,ba,a,0,9,0.0002000033855438,0.0001104553651254,46.99541993434619,False
F03||test||106||sign,F03,106,sign,remove_0-0.5k,,96.3176727294922,ci,a,0,108,0.0002000033855438,0.0001482806429684,52.1292325191703,False
F03||test||106||zulu,F03,106,zulu,remove_0-0.5k,,95.36898040771484,filde,fill,0,146,0.0002000033855438,0.0001163569847927,52.46744913442577,False
F03||test||108||best,F03,108,best,remove_0-0.5k,,118.18170928955078,basket,jacket,0,4,0.0002000033855438,0.0001168346461621,50.68547377133507,False
F03||test||104||sitting,F03,104,sitting,retain_0.5-2k,,181.50875854492188,silly,bill,0,272,0.0002000033855438,5.236741837373882e-05,64.19961205962962,False
F03||test||105||witty,F03,105,witty,retain_0.5-2k,,126.22045135498048,reddy,red,0,95,0.0002000001259148,5.13828640573941e-05,64.3453087630739,False
F03||test||106||beat,F03,106,beat,retain_0.5-2k,,93.8168716430664,ba,a,0,9,0.000187087804079,4.315908017335257e-05,55.15771264222848,False
F03||test||106||sign,F03,106,sign,retain_0.5-2k,,115.99662017822266,sorry,sort,0,113,0.0002000033855438,7.029545231233429e-05,58.61237713539186,False
F03||test||106||zulu,F03,106,zulu,retain_0.5-2k,,105.6475067138672,filde,fill,0,146,0.0002000001259148,5.007296701042118e-05,59.79123179310314,False
F03||test||108||best,F03,108,best,retain_0.5-2k,,108.05762481689452,bast,bat,0,2,0.0002000001259148,5.047141575549024e-05,57.97599698090845,False
F03||test||104||sitting,F03,104,sitting,remove_0.5-2k,,177.07479858398438,silly,bill,0,272,0.0002000033855438,0.0001041025578132,58.23160734210113,False
F03||test||105||witty,F03,105,witty,remove_0.5-2k,,124.76918029785156,iddy,and,0,23,0.0002000033855438,0.0001018133586741,58.40557963422714,False
F03||test||106||beat,F03,106,beat,remove_0.5-2k,,94.69808959960938,ba,a,0,9,0.0002000033855438,0.0001028419011432,47.61575431772928,False
F03||test||106||sign,F03,106,sign,remove_0.5-2k,,95.5702133178711,say,pay,0,116,0.0002000033855438,0.0001295244389666,53.30388733334664,False
F03||test||106||zulu,F03,106,zulu,remove_0.5-2k,,96.74317932128906,filde,fill,0,146,0.0002000033855438,0.0001061640362334,53.26374987689945,False
F03||test||108||best,F03,108,best,remove_0.5-2k,,113.32306671142578,basket,jacket,0,4,0.0002000033855438,0.0001076963376576,51.39288802680775,False
F03||test||104||sitting,F03,104,sitting,retain_2-4k,,179.33697509765625,silly,bill,0,272,0.0002000033855438,6.353304742774243e-05,62.52084160406464,False
F03||test||105||witty,F03,105,witty,retain_2-4k,,126.9159164428711,reddy,red,0,95,0.0002000033855438,5.54717139372898e-05,63.68024322869945,False
F03||test||106||beat,F03,106,beat,retain_2-4k,,94.34156036376952,ba,a,0,9,0.0002000000094994,5.69966795999799e-05,52.74216512386702,False
F03||test||106||sign,F03,106,sign,retain_2-4k,,112.02428436279295,sorry,sort,0,113,0.0002000033855438,7.95426767355178e-05,57.5389176981086,False
F03||test||106||zulu,F03,106,zulu,retain_2-4k,,102.25285339355467,filde,fill,0,146,0.0002000033855438,6.387040650300659e-05,57.67730470309718,False
F03||test||108||best,F03,108,best,retain_2-4k,,107.77384948730467,baset,bat,0,2,0.0002000033855438,6.247861451182122e-05,56.122278917302864,False
F03||test||104||sitting,F03,104,sitting,remove_2-4k,,178.3038787841797,silly,bill,0,272,0.0002000033855438,9.830154561621451e-05,58.72962842054602,False
F03||test||105||witty,F03,105,witty,remove_2-4k,,126.40474700927734,eddy,and,0,218,0.0002000033855438,9.980896096045957e-05,58.5782842330285,False
F03||test||106||beat,F03,106,beat,remove_2-4k,,92.8518295288086,ba,a,0,9,0.0002000033855438,9.64830609893655e-05,48.17013478072073,False
F03||test||106||sign,F03,106,sign,remove_2-4k,,95.51748657226562,say,pay,0,116,0.0002000033855438,0.0001241357702068,53.67298286613859,False
F03||test||106||zulu,F03,106,zulu,remove_2-4k,,97.15901184082033,filde,fill,0,146,0.0002000033855438,9.90675059421222e-05,53.86467371534869,False
F03||test||108||best,F03,108,best,remove_2-4k,,115.09210968017578,basket,jacket,0,4,0.0002000033855438,0.0001016076838028,51.89837569334608,False
F03||test||104||sitting,F03,104,sitting,retain_4-8k,,177.8943634033203,silly,bill,0,272,0.0002000033855438,8.32404016893996e-05,60.17415200236855,False
F03||test||105||witty,F03,105,witty,retain_4-8k,,125.78362274169922,reddy,red,0,95,0.0002000033855438,8.583489529959964e-05,59.88839728807396,False
F03||test||106||beat,F03,106,beat,retain_4-8k,,92.2097625732422,ba,a,0,9,0.0002000033855438,8.582080230914028e-05,49.18730484094191,False
F03||test||106||sign,F03,106,sign,retain_4-8k,,99.35765838623048,sarry,air,0,117,0.0002000033855438,0.0001061152949494,55.035362019088055,False
F03||test||106||zulu,F03,106,zulu,retain_4-8k,,98.13262939453124,filde,fill,0,146,0.0002000033855438,8.555573641199844e-05,55.13831563194871,False
F03||test||108||best,F03,108,best,retain_4-8k,,110.2094268798828,basket,jacket,0,4,0.0002000033855438,8.74841242739763e-05,53.19832174691565,False
F03||test||104||sitting,F03,104,sitting,remove_4-8k,,179.4149627685547,silly,bill,0,272,0.0002000033855438,8.347246734812456e-05,60.14997032984336,False
F03||test||105||witty,F03,105,witty,remove_4-8k,,125.48338317871094,reddy,red,0,95,0.0002000033855438,7.712634398168643e-05,60.817620022716895,False
F03||test||106||beat,F03,106,beat,remove_4-8k,,95.19342041015624,ba,a,0,9,0.0002000001259148,7.360224243986596e-05,50.52133532282525,False
F03||test||106||sign,F03,106,sign,remove_4-8k,,101.66828918457033,sarry,air,0,117,0.0002000033855438,0.0001047356312824,55.14903263551049,False
F03||test||106||zulu,F03,106,zulu,remove_4-8k,,101.593017578125,filde,fill,0,146,0.0002000033855438,8.220035729823637e-05,55.48582420212857,False
F03||test||108||best,F03,108,best,remove_4-8k,,113.72482299804688,basket,jacket,0,4,0.0002000033855438,8.242383992555843e-05,53.71584985615954,False
F03||test||104||sitting,F03,104,sitting,random,0.0,182.41590881347656,silly,bill,0,272,0.0002000033855438,0.0001194696013708,57.03568705629368,False
F03||test||105||witty,F03,105,witty,random,0.0,126.24394989013672,reddy,red,0,95,0.0002000033855438,0.0001169131985211,57.204404079896136,False
F03||test||106||beat,F03,106,beat,random,0.0,93.44599151611328,ba,a,0,9,0.0002000033855438,0.0001143023350829,46.69805419284478,False
F03||test||106||sign,F03,106,sign,random,0.0,129.63400268554688,sorry,sort,0,113,0.0002000033855438,0.0001557818066313,51.70058700722603,False
F03||test||106||zulu,F03,106,zulu,random,0.0,101.68433380126952,filder,bitter,0,202,0.0002000033855438,0.0001205838523081,52.15751522347527,False
F03||test||108||best,F03,108,best,random,0.0,103.86968994140624,bast,bat,0,2,0.0002000033855438,0.0001223176912971,50.28712121719558,False
F03||test||104||sitting,F03,104,sitting,random,1.0,182.58453369140625,silly,bill,0,272,0.0002000033855438,0.0001194696209419,57.03568563340011,False
F03||test||105||witty,F03,105,witty,random,1.0,126.33938598632812,reddy,red,0,95,0.0002000033855438,0.0001169132415356,57.20440088420604,False
F03||test||106||beat,F03,106,beat,random,1.0,93.06214141845705,ba,a,0,9,0.0002000033855438,0.000114302338654,46.69805392147773,False
F03||test||106||sign,F03,106,sign,random,1.0,129.1278533935547,sorry,sort,0,113,0.0002000033855438,0.000155781805141,51.70058709032179,False
F03||test||106||zulu,F03,106,zulu,random,1.0,103.31777954101562,filde,fill,0,146,0.0002000033855438,0.0001205838697075,52.15751397016338,False
F03||test||108||best,F03,108,best,random,1.0,102.89773559570312,bast,bat,0,2,0.0002000033855438,0.0001223176906617,50.28712126232018,False
F03||test||104||sitting,F03,104,sitting,random,2.0,182.2622985839844,silly,bill,0,272,0.0002000033855438,0.0001194696239645,57.03568541364562,False
F03||test||105||witty,F03,105,witty,random,2.0,126.5422821044922,reddy,red,0,95,0.0002000033855438,0.0001169132278103,57.20440190390035,False
F03||test||106||beat,F03,106,beat,random,2.0,91.9940185546875,ba,a,0,9,0.0002000033855438,0.000114302347246,46.6980532685693,False
F03||test||106||sign,F03,106,sign,random,2.0,129.20916748046875,sorry,sort,0,113,0.0002000033855438,0.0001557818072031,51.700586975343214,False
F03||test||106||zulu,F03,106,zulu,random,2.0,102.12510681152344,filde,fill,0,146,0.0002000033855438,0.0001205838840926,52.157512933980136,False
F03||test||108||best,F03,108,best,random,2.0,104.93321990966795,bast,bat,0,2,0.0002000033855438,0.0001223176939921,50.287121025823616,False
F03||test||104||sitting,F03,104,sitting,random,3.0,182.1170654296875,silly,bill,0,272,0.0002000033855438,0.0001194696274079,57.03568516330088,False
F03||test||105||witty,F03,105,witty,random,3.0,126.23651123046876,reddy,red,0,95,0.0002000033855438,0.000116913224262,57.20440216752152,False
F03||test||106||beat,F03,106,beat,random,3.0,96.08258056640624,ba,a,0,9,0.0002000033855438,0.0001143023398155,46.69805383321607,False
F03||test||106||sign,F03,106,sign,random,3.0,128.2001190185547,sorry,sort,0,113,0.0002000033855438,0.0001557817942971,51.700587694941305,False
F03||test||106||zulu,F03,106,zulu,random,3.0,100.72200775146484,filde,fill,0,146,0.0002000033855438,0.0001205838749786,52.15751359047839,False
F03||test||108||best,F03,108,best,random,3.0,102.06871795654295,bast,bat,0,2,0.0002000033855438,0.0001223177014333,50.2871204974189,False
F03||test||104||sitting,F03,104,sitting,random,4.0,182.6110992431641,silly,bill,0,272,0.0002000033855438,0.000119469633363,57.03568473034275,False
F03||test||105||witty,F03,105,witty,random,4.0,126.3130874633789,reddy,red,0,95,0.0002000033855438,0.0001169132177041,57.20440265472747,False
F03||test||106||beat,F03,106,beat,random,4.0,92.4120101928711,ba,a,0,9,0.0002000033855438,0.0001143023375869,46.69805400257003,False
F03||test||106||sign,F03,106,sign,random,4.0,130.15513610839844,sorry,sort,0,113,0.0002000033855438,0.0001557817986936,51.70058744980796,False
F03||test||106||zulu,F03,106,zulu,random,4.0,101.54424285888672,filde,fill,0,146,0.0002000033855438,0.0001205838749349,52.15751359362444,False
F03||test||108||best,F03,108,best,random,4.0,106.47775268554688,bast,bat,0,2,0.0002000033855438,0.0001223176944494,50.28712099335482,False
F03||test||108||kitten,F03,108,kitten,original,,140.33412170410156,capon,barn,0,184,0.0,0.0,inf,False
F03||test||109||farm,F03,109,farm,original,,99.90975952148438,ton,tin,0,148,0.0,0.0,inf,False
F03||test||109||hark,F03,109,hark,original,,102.44151306152344,harder,area,0,5,0.0,0.0,inf,False
F03||test||10||form,F03,10,form,original,,99.4246826171875,jon,born,0,49,0.0,0.0,inf,False
F03||test||110||brawn,F03,110,brawn,original,,139.70315551757812,gr gon,grow,0,3,0.0,0.0,inf,False
F03||test||110||up,F03,110,up,original,,45.9604721069336,o,a,0,18,0.0,0.0,inf,False
F03||test||108||kitten,F03,108,kitten,targeted,,139.42794799804688,copo,cope,0,305,0.0002000033855438,0.0001318701760503,55.32682353673705,False
F03||test||109||farm,F03,109,farm,targeted,,106.50865173339844,shon,shop,0,128,0.0002000033855438,0.0001149310428043,43.508985213957736,False
F03||test||109||hark,F03,109,hark,targeted,,97.24191284179688,harder,area,0,5,0.0002000033855438,0.0001463035251388,51.96651972885124,False
F03||test||10||form,F03,10,form,targeted,,96.24048614501952,fas,fat,0,52,0.0002000033855438,0.0001206560821618,44.56123713337817,False
F03||test||110||brawn,F03,110,brawn,targeted,,118.2621078491211,gon,go,0,124,0.0002000033855438,0.0001292625172565,54.93617652413466,False
F03||test||110||up,F03,110,up,targeted,,46.54697799682617,o,a,0,18,0.0002000033855438,0.0001115067163987,48.666715046491305,False
F03||test||108||kitten,F03,108,kitten,retain_0-0.5k,,140.3226318359375,capo,cake,0,305,8.965190500020981e-05,2.0382332778798e-05,71.5446774971734,False
F03||test||109||farm,F03,109,farm,retain_0-0.5k,,100.01386260986328,ton,tin,0,148,6.826501339673996e-05,1.8363975701887703e-05,59.43839796885069,False
F03||test||109||hark,F03,109,hark,retain_0-0.5k,,102.42554473876952,harder,area,0,5,8.808635175228119e-05,2.1653925092595844e-05,68.5608829359197,False
F03||test||10||form,F03,10,form,retain_0-0.5k,,99.3056182861328,jon,born,0,49,6.79544173181057e-05,1.7807793639930275e-05,61.18001923032844,False
